attack_nn	0.17537027597427368
bag_nn	0.14262866973876953
ball_nn	0.3531465530395508
bit_nn	0.3396575450897217
chairman_nn	0.3147551417350769
circle_vb	0.24702095985412598
contemplation_nn	0.18946653604507446
donkey_nn	0.22263282537460327
edge_nn	0.20868533849716187
face_nn	0.10442900657653809
fiction_nn	0.1943015456199646
gas_nn	0.28119349479675293
graft_nn	0.5588711202144623
head_nn	0.19806426763534546
land_nn	0.15640872716903687
lane_nn	0.3754950761795044
lass_nn	0.31546956300735474
multitude_nn	0.32902413606643677
ounce_nn	0.11828625202178955
part_nn	0.29458510875701904
pin_vb	0.2347571849822998
plane_nn	0.7230446040630341
player_nn	0.398162305355072
prop_nn	0.4961162209510803
quilt_nn	0.31571638584136963
rag_nn	0.1569806933403015
record_nn	0.47712141275405884
relationship_nn	0.22846394777297974
risk_nn	0.29922235012054443
savage_nn	0.41857147216796875
stab_nn	0.3029897212982178
stroke_vb	0.10128271579742432
thump_nn	0.2598981261253357
tip_vb	0.3232853412628174
tree_nn	0.18083703517913818
twist_nn	0.3923901319503784
word_nn	0.13829493522644043
