imperator	0.13553570743147544
fidelis	0.053288050562542474
sanctus	0.12369276917003717
civitas	0.1966418302502389
scriptura	0.0999592124748581
dux	0.1358995898652698
pontifex	0.09723368378490917
virtus	0.0763362583292675
cohors	0.07447951220474905
itero	0.10721188683247572
consul	0.08131615903727245
humanitas	0.06867867274602746
potestas	0.13943046692659283
dolus	0.05205716873245269
beatus	0.10293563810358394
poena	0.09149030842763634
credo	0.07371208045601982
honor	0.1434662018407311
consilium	0.10971501167758214
acerbus	0.0750198659755679
nobilitas	0.07720124536738394
templum	0.12259429561403329
ancilla	0.07728095831354893
sapientia	0.10887016757644877
senatus	0.08685670525672382
hostis	0.0790545922438243
titulus	0.10907487004879993
sensus	0.08228730509577525
adsumo	0.12719924331116525
oportet	0.10506083895658554
simplex	0.05633577789242193
regnum	0.11517081373813538
dubius	0.03407081548535514
licet	0.07657273420852652
voluntas	0.10213845978443027
nepos	0.07027247770293481
necessarius	0.07126130938657983
jus	0.1355570404825416
salus	0.18781820518123307
sacramentum	0.1087464147613478
