abbauen	0.5503192145038798
abdecken	0.5523662691677701
abgebrüht	0.49616404091856836
Abgesang	0.5950523977256472
Ackergerät	0.4311252477956953
Armenhaus	0.5689707208433306
artikulieren	0.5937594061920293
aufrechterhalten	0.3022185990100472
Ausnahmegesetz	0.2933833346418476
ausspannen	0.6208394865285263
beimischen	0.2820714746522375
Dynamik	0.4624691119736264
Einreichung	0.30846561418561014
Eintagsfliege	0.7418088231994842
Engpaß	0.7994686719146167
Entscheidung	0.2546636627064879
Festspiel	0.314284483147356
Frechheit	0.28676193400451133
Fuß	0.4664401386162158
Gesichtsausdruck	0.34077696700717497
Knotenpunkt	0.46018255521115126
Kubikmeter	0.2191155394362574
Lyzeum	0.3013594572290579
Manschette	0.25166470971846033
Mißklang	0.3369209630600273
Mulatte	0.41198307723931527
Naturschönheit	0.4039630928807516
Ohrwurm	0.8423079868251733
Pachtzins	0.2239331795703613
packen	0.357533432173021
Rezeption	0.720605307077905
Schmiere	0.5421186336999797
Seminar	0.4161398484931319
Sensation	0.6365890529356497
Spielball	0.2794762060454177
Tier	0.42075868493927104
Titel	0.47604948746287945
Tragfähigkeit	0.3011431809319658
Truppenteil	0.4205771845226811
überspannen	0.430195314503404
Unentschlossenheit	0.21620677473895278
verbauen	0.46651037689993224
vergönnen	0.30777876968567164
voranstellen	0.41969890689870626
vorliegen	0.303836381458618
vorweisen	0.39991227742701263
weitgreifend	0.31453628512577203
zersetzen	0.40216401029020254
