acerbus	0.6436854029484359
adsumo	0.661672850627362
ancilla	0.5199614502106883
beatus	0.6801373102534105
civitas	0.5887717456904787
cohors	0.6438971275568649
consilium	0.4515067220161587
consul	0.6838201952452827
credo	0.6224239575387203
dolus	0.5613507258625321
dubius	0.5563273207852417
dux	0.5262694509635077
fidelis	0.5285831174655757
honor	0.4302297635288972
hostis	0.710271318284462
humanitas	0.5865836659745005
imperator	0.5562153190834185
itero	0.723876722733399
jus	0.6088601278536785
licet	0.7084184895734499
necessarius	0.40188218576472745
nepos	0.39590959993243735
nobilitas	0.4113714564720108
oportet	0.5989774294630854
poena	0.4843883611941121
pontifex	0.6953419182223125
potestas	0.4871040883512797
regnum	0.4425520855269136
sacramentum	0.6762588974503582
salus	0.6190313591520591
sanctus	0.6922134674303898
sapientia	0.4169654261384921
scriptura	0.4118463378965408
senatus	0.5932610152867687
sensus	0.6269832207384587
simplex	0.4507662585130128
templum	0.3491217919433789
titulus	0.5559551812790415
virtus	0.74357919215993
voluntas	0.4414293041631273
